feed_publisher_name,feed_publisher_url,feed_lang,feed_start_date,feed_end_date,feed_version
Regione Calabria,https://mobilita.regione.calabria.it/,it-IT,20230101,20250101,Fri Oct 06 04:00:17 CEST 2023
