stop_id,stop_name,stop_lat,stop_lon,stop_timezone
4490,"Contrada Felpiano, 2 - Rende",39.331681,16.184743,Europe/Rome
4433,"VIa D.Vanni, 43 - Rende",39.331891,16.186493,Europe/Rome
4497,"VIa D.Vanni, 71 - Rende",39.331491,16.189513,Europe/Rome
4347,Strada Provinciale 90 - Rende,39.333591,16.191503,Europe/Rome
4349,"Strada Provinciale 90, 1 - Rende",39.333841,16.196983,Europe/Rome
4365,"Strada Provinciale 90, 1 - Rende",39.333011,16.202143,Europe/Rome
4412,"Via Michele Molinaro, 31 - Rende",39.327562,16.205223,Europe/Rome
4474,"Via Michele Molinaro, 44 - Rende",39.327482,16.208003,Europe/Rome
4095,"Via Giorgio de Chirico, 16 - Castrolibero",39.328302,16.218093,Europe/Rome
4473,IIIÂ° Traversa Giorgio De Chirico - Rende,39.330192,16.221273,Europe/Rome
4470,"Via C. Colombo,88 - Rende",39.331642,16.224543,Europe/Rome
4409,"Via Giorgio de Chirico, 163B - Rende",39.332882,16.226973,Europe/Rome
4367,"Via Carlo Carrà , 69 - Rende",39.333012,16.235673,Europe/Rome
4398,"Via Modigliani, 85 - Rende",39.329762,16.236963,Europe/Rome
4399,"Via Sandro Botticelli, 1 - Rende",39.325792,16.238213,Europe/Rome
4389,"Via Genova, 30 - Rende",39.325542,16.243343,Europe/Rome
4387,"Via Busento, 29 - Rende",39.326142,16.245183,Europe/Rome
4394,Via Crati - Rende,39.325332,16.247253,Europe/Rome
4190,"Viale Sergio Cosmai, 21 - Cosenza",39.322132,16.248363,Europe/Rome
4168,"Viale Sergio Cosmai, 21 - Cosenza",39.320322,16.248403,Europe/Rome
4171,"Viale Sergio Cosmai, 6 - Cosenza",39.317582,16.249193,Europe/Rome
4174,"Viale Paolo Borsellino, 10 - Cosenza",39.315242,16.249723,Europe/Rome
4175,"Viale Paolo Borsellino, 11 - Cosenza",39.311072,16.252473,Europe/Rome
4180,"Viale Giovanni e Francesca Falcone, 158-162 - Cosenza",39.309272,16.253173,Europe/Rome
4194,Autostazione Cosenza - Cosenza,39.304232,16.252903,Europe/Rome
4767,Autostazione Cosenza - Cosenza,39.303572,16.252973,Europe/Rome
4181,"Viale Giovanni e Francesca Falcone, 158 - Cosenza",39.309282,16.253253,Europe/Rome
4176,"Viale Paolo Borsellino, 17 - Cosenza",39.311602,16.252313,Europe/Rome
4177,"Viale Paolo Borsellino, 10 - Cosenza",39.314552,16.250353,Europe/Rome
4170,"Viale Sergio Cosmai, 6 - Cosenza",39.317042,16.249403,Europe/Rome
4169,"Viale Sergio Cosmai, 10 - Cosenza",39.319932,16.248543,Europe/Rome
4191,"Viale Sergio Cosmai, 14 - Cosenza",39.322432,16.248573,Europe/Rome
4388,"Via Crati, 25-30 - Rende",39.326492,16.246783,Europe/Rome
4390,"Via Valle del Neto, 3 - Rende",39.327872,16.244533,Europe/Rome
4368,"Via Carlo Carrà , 71 - Rende",39.333142,16.235793,Europe/Rome
4471,"Via Giorgio de Chirico, 163A - Rende",39.332932,16.227143,Europe/Rome
4469,"Via Giorgio de Chirico, 113 - Rende",39.331682,16.224273,Europe/Rome
4472,"Via Giorgio de Chirico, 80-82 - Rende",39.330322,16.221413,Europe/Rome
4094,"Via Giorgio de Chirico, 27 - Castrolibero",39.328522,16.218333,Europe/Rome
4411,"Via Giovanni Boccaccio, 1 - Rende",39.327622,16.207573,Europe/Rome
4413,"Via Michele Molinaro, 23-31 - Rende",39.327552,16.205013,Europe/Rome
4498,"VIa D.Vanni, 71 - Rende",39.331491,16.189473,Europe/Rome
4499,Via Roma - Rende,39.331761,16.184713,Europe/Rome
4374,"Via Roma, 4 - Rende",39.333211,16.183743,Europe/Rome
4346,"Strada Provinciale 90, 11 - Rende",39.331640,16.184230,Europe/Rome
4489,"Via Felpiano, 2A - Rende",39.331411,16.178723,Europe/Rome
4369,"Strada Provinciale 90, 47 - Rende",39.328681,16.172283,Europe/Rome
4371,"Strada Provinciale 90, 47 - Rende",39.331111,16.165953,Europe/Rome
4370,"Strada Provinciale 92, 55 - Rende",39.331021,16.165863,Europe/Rome
4162,Autostazione Cosenza - Cosenza,39.303792,16.253333,Europe/Rome
4391,"Via Kennedy, 104-116 - Rende",39.329102,16.244193,Europe/Rome
4393,"Strada Statale 19 delle Calabrie, 144 - Rende",39.331292,16.244153,Europe/Rome
4444,"Via Resistenza, 38 - Rende",39.333222,16.244143,Europe/Rome
4453,"Strada Statale 19 delle Calabrie, 92 - Rende",39.335072,16.244123,Europe/Rome
4447,"Via Resistenza, 35 - Rende",39.336472,16.244163,Europe/Rome
4442,"Via Resistenza, 176 - Rende",39.337692,16.244133,Europe/Rome
4359,"Via Giuseppe Verdi, 19 - Rende",39.340052,16.244063,Europe/Rome
4357,"Via Giuseppe Verdi, 106A - Rende",39.342982,16.244093,Europe/Rome
4358,"Via Giuseppe Verdi, 166-180 - Rende",39.344922,16.244113,Europe/Rome
4353,"Via Giuseppe Verdi, 226 - Rende",39.348042,16.244123,Europe/Rome
4463,"Via Giuseppe Verdi, 250 - Rende",39.349262,16.244073,Europe/Rome
4465,"Via Alessandro Volta, 62A - Rende",39.353602,16.243823,Europe/Rome
4378,"Via Alessandro Volta, 114 - Rende",39.355402,16.243693,Europe/Rome
4377,Strada Statale 19 delle Calabrie - Rende,39.358012,16.242053,Europe/Rome
4379,Strada Statale 19 delle Calabrie - Rende,39.355362,16.242023,Europe/Rome
4462,"Via Guglielmo Marconi, 62-68 - Rende",39.353582,16.237793,Europe/Rome
4416,Università della Calabria - Arcavacata - Rende,39.356022,16.227353,Europe/Rome
4479,Via Salerno Rosario - Rende,39.356622,16.225903,Europe/Rome
4431,"Contrada Molicelle, 1 - Rende",39.357672,16.221413,Europe/Rome
4438,"Via Salerno Rosario, 212 - Rende",39.356962,16.218003,Europe/Rome
4437,"Via Salerno Rosario, 146 - Rende",39.357772,16.211773,Europe/Rome
4436,"Via Napoleone Bonaparte, 34 - Rende",39.357851,16.209193,Europe/Rome
4435,"Via della Chiesa, 2 - Rende",39.357032,16.206858,Europe/Rome
4434,"Contrada Macchialonga, 22 - Rende",39.352941,16.198823,Europe/Rome
4345,"Contrada Macchialonga, 58E - Rende",39.349761,16.196423,Europe/Rome
4408,"Via Irlanda, 1 - Rende",39.348601,16.195913,Europe/Rome
4951,"Via della Chiesa, 2 - Rende",39.357190,16.207005,Europe/Rome
4360,"Via Alessandro Magno, 69 - Rende",39.360321,16.206533,Europe/Rome
4364,"Via Alessandro Magno, 426 - Rende",39.371422,16.221813,Europe/Rome
4361,"Contrada Rocchi, 612 - Rende",39.375532,16.235893,Europe/Rome
4363,Via Alessandro Magno - Rende,39.375692,16.235963,Europe/Rome
4952,"Via della Chiesa, 32 - Rende",39.357811,16.209083,Europe/Rome
4953,"Via Salerno Rosario, 148 - Rende",39.357732,16.211933,Europe/Rome
4948,Via Salerno Rosario - Rende,39.357612,16.221443,Europe/Rome
4414,Via Pietro Bucci - Rende,39.354462,16.224073,Europe/Rome
5905,"Via Pietro De Crescenzi,2 - Rende",39.351712,16.222833,Europe/Rome
4382,"Via U. Boccioni,11 - Rende",39.353572,16.238003,Europe/Rome
4380,"Via Leonardo Da Vinci, 69 - Rende",39.353142,16.242353,Europe/Rome
4464,"Strada Statale 19 delle Calabrie, 1111 - Rende",39.349042,16.242493,Europe/Rome
4929,"Via Gioacchino Rossini, 60 - Rende",39.345842,16.242513,Europe/Rome
4930,"Strada Statale 19 delle Calabrie, 265 - Rende",39.342452,16.242523,Europe/Rome
4440,"Strada Statale 19 delle Calabrie, 5 - Rende",39.338522,16.241843,Europe/Rome
4448,Via Don Minzoni - Rende,39.336392,16.241633,Europe/Rome
4352,"Via Don Giovanni Minzoni, 90 - Rende",39.334042,16.241763,Europe/Rome
4466,"Via Don Giovanni Minzoni, 147B - Rende",39.331802,16.241483,Europe/Rome
4385,"Via Caduti di Nassirya, 252-298 - Rende",39.327682,16.239923,Europe/Rome
4926,Via Giulio Cesare - Rende,39.371102,16.221433,Europe/Rome
4920,"Via Giulio Cesare, 43-55 - Rende",39.365532,16.217903,Europe/Rome
4182,"Viale Guglielmo Marconi, 120 - Cosenza",39.310662,16.244943,Europe/Rome
4183,Viale Magna Grecia - Cosenza,39.318712,16.242063,Europe/Rome
4386,"Via Sandro Botticelli, 32 - Rende",39.322662,16.238093,Europe/Rome
4446,"Via Ciro Menotti, 3 - Rende",39.334902,16.239233,Europe/Rome
4197,"Via Panebianco, 498 - Cosenza",39.314842,16.246033,Europe/Rome
4777,"Via Panebianco, 161 - Cosenza",39.309822,16.247073,Europe/Rome
4778,"Via Panebianco, 17 - Cosenza",39.307810,16.247290,Europe/Rome
4355,"Via Fratelli Bandiera, 100 - Rende",39.334390,16.239130,Europe/Rome
4351,"Via Carlo Bilotti, 16 - Rende",39.337022,16.239823,Europe/Rome
5908,"Corso Antonio Gramsci, 13 - Rende",39.336972,16.242593,Europe/Rome
4418,"Via Alberto Savinio, 43 - Rende",39.356672,16.228003,Europe/Rome
4415,"Via Alberto Savinio, 9 - Rende",39.359552,16.227793,Europe/Rome
4475,"Via Tito Flavio, 70 - Rende",39.364512,16.227253,Europe/Rome
4417,"Via Settimio Severo, 83 - Rende",39.365942,16.227243,Europe/Rome
4478,"Via Settimio Severo, 83 - Rende",39.366042,16.227163,Europe/Rome
4476,"Via Tito Flavio, 70 - Rende",39.364572,16.227153,Europe/Rome
4445,"Via Repaci, 18 - Rende",39.338452,16.245453,Europe/Rome
4452,"Via Repaci, 43 - Rende",39.333752,16.246513,Europe/Rome
4271,"Via Savagli, 6 - Marano Principato",39.297931,16.167183,Europe/Rome
4273,"Via Tenuti, 17 - Marano Principato",39.295791,16.168633,Europe/Rome
4048,"Via Tenuti, 17 - Marano Principato",39.295931,16.171223,Europe/Rome
4277,"Via Moretti, 47/b - Marano Principato",39.295881,16.174213,Europe/Rome
4278,"Via Annunziata, 122 - Marano Principato",39.297471,16.174313,Europe/Rome
4275,"Strada Provinciale 86, 1621 - Marano Principato",39.299751,16.173673,Europe/Rome
4276,"Strada Provinciale 86, 1627 - Marano Principato",39.300421,16.174913,Europe/Rome
4270,Via Bisciglietto - Marano Principato,39.306131,16.182843,Europe/Rome
4272,"Strada Provinciale 86, 10 - Marano Principato",39.299341,16.182783,Europe/Rome
4047,"Via Santa Lucia, 62 - Marano Principato",39.299921,16.185993,Europe/Rome
4104,"Via Santa Lucia, 45 - Castrolibero",39.304311,16.190923,Europe/Rome
4097,"Via Parise, 4 - Castrolibero",39.308721,16.193533,Europe/Rome
4092,"Via San Marco, 2 - Castrolibero",39.308561,16.195313,Europe/Rome
4093,"Contrada Cimbri, 1 - Castrolibero",39.306662,16.197573,Europe/Rome
4108,"via Colomato, 3 - Castrolibero",39.305192,16.204463,Europe/Rome
4098,"via Colomato, 3 - Castrolibero",39.306582,16.204713,Europe/Rome
4096,"Via della Resistenza, 12 - Castrolibero",39.310682,16.211133,Europe/Rome
4091,"Via della Resistenza, 185 - Castrolibero",39.308252,16.212223,Europe/Rome
4107,"Via dell'Amicizia, 10 - Castrolibero",39.306542,16.218763,Europe/Rome
4195,"Via della Resistenza, 7 - Castrolibero",39.306212,16.224003,Europe/Rome
4184,Viale Magna Grecia - Cosenza,39.310442,16.228793,Europe/Rome
4781,"Via della Resistenza, 7 - Castrolibero",39.306282,16.223953,Europe/Rome
4579,"Via della Resistenza, 48 - Castrolibero",39.306622,16.219093,Europe/Rome
4573,"Via della Resistenza, 110 - Castrolibero",39.308092,16.212433,Europe/Rome
4576,"Via Erodoto, 2 - Castrolibero",39.306792,16.204783,Europe/Rome
4569,"Via San Marco, 2 - Castrolibero",39.308591,16.195383,Europe/Rome
4572,"Via Santa Lucia, 26 - Castrolibero",39.304721,16.191243,Europe/Rome
4568,"Via Santa Lucia, 62 - Marano Principato",39.299881,16.185723,Europe/Rome
4584,"Strada Provinciale 86, 10 - Marano Principato",39.299401,16.182813,Europe/Rome
4864,"Strada Provinciale 86, 1627 - Marano Principato",39.300581,16.174973,Europe/Rome
4862,"Via Annunziata, 149 - Marano Principato",39.299661,16.173943,Europe/Rome
4861,"Via Moretti, 47/b - Marano Principato",39.295761,16.174113,Europe/Rome
4859,"Via Tenuti, 17 - Marano Principato",39.295731,16.170933,Europe/Rome
4860,"Via Tenuti, 17 - Marano Principato",39.295831,16.168533,Europe/Rome
4263,"Strada Provinciale 86, 421 - Marano Principato",39.302451,16.171053,Europe/Rome
4264,"Via A. de Gasperi, 1 - Marano Marchesato",39.305161,16.168183,Europe/Rome
4266,Strada Provinciale 86 - Marano Marchesato,39.308251,16.164543,Europe/Rome
4253,"Via della Fontana, 1 - Marano Marchesato",39.310331,16.168553,Europe/Rome
4267,Strada Provinciale 86 - Marano Marchesato,39.311671,16.169953,Europe/Rome
4261,"Via Curcio, 21 - Marano Marchesato",39.313001,16.169153,Europe/Rome
4257,"Via Giuseppe Garibaldi, 44 - Marano Marchesato",39.315511,16.170873,Europe/Rome
4255,"Via Giuseppe Garibaldi, 68 - Marano Marchesato",39.315351,16.172693,Europe/Rome
4256,Via Morroni - Marano Marchesato,39.312711,16.173073,Europe/Rome
4262,"Via Morroni, 30 - Marano Marchesato",39.314051,16.174313,Europe/Rome
4265,Strada Provinciale 86 - Marano Marchesato,39.315771,16.176643,Europe/Rome
4259,Strada Provinciale 86 - Marano Marchesato,39.317821,16.178143,Europe/Rome
4260,"Via Malvitani, 34 - Marano Marchesato",39.316321,16.180683,Europe/Rome
4254,"Via Malvitani, 19 - Marano Marchesato",39.318881,16.180633,Europe/Rome
4258,"Via Malvitani, 154 - Rende",39.320911,16.182303,Europe/Rome
4350,Strada Provinciale 86 - Rende,39.322801,16.185193,Europe/Rome
4375,"Via Alessandro Manzoni, 179 - Rende",39.324791,16.187963,Europe/Rome
4427,"Via Alessandro Manzoni, 173 - Rende",39.326041,16.190563,Europe/Rome
4410,"Via Alessandro Manzoni, 113-121 - Rende",39.326781,16.194413,Europe/Rome
4383,Via Tommaso Campanella - Rende,39.327481,16.198903,Europe/Rome
4384,Via Tommaso Campanella - Rende,39.327531,16.199083,Europe/Rome
4428,"Via Alessandro Manzoni, 173 - Rende",39.326111,16.190643,Europe/Rome
4376,"Via Alessandro Manzoni, 179 - Rende",39.324771,16.188083,Europe/Rome
4918,"Via Malvitani, 29 - Marano Marchesato",39.322391,16.185003,Europe/Rome
4848,"Via Malvitani, 58 - Marano Marchesato",39.319101,16.180533,Europe/Rome
4852,"Via Malvitani, 5 - Marano Marchesato",39.316681,16.180673,Europe/Rome
4843,Strada Provinciale 86 - Marano Marchesato,39.317831,16.178223,Europe/Rome
4845,Strada Provinciale 86 - Marano Marchesato,39.315791,16.176713,Europe/Rome
4846,"Via Morroni, 51 - Marano Marchesato",39.314131,16.174153,Europe/Rome
4857,Via Morroni - Marano Marchesato,39.312751,16.173143,Europe/Rome
4844,"Via kennedy, 17 - Marano Marchesato",39.315211,16.173163,Europe/Rome
4849,"Via Giuseppe Garibaldi, 44 - Marano Marchesato",39.315511,16.170903,Europe/Rome
4858,"Via Guanni, 3 - Marano Marchesato",39.312951,16.169073,Europe/Rome
4854,"Via della Fontana, 1 - Marano Marchesato",39.310321,16.168523,Europe/Rome
4850,"Strada Provinciale 86, 421 - Marano Principato",39.302451,16.170943,Europe/Rome
4863,"Strada Provinciale 86, 1627 - Marano Principato",39.302111,16.174463,Europe/Rome
4110,"Via dell'Unità , 12 - Castrolibero",39.306000,16.211040,Europe/Rome
4099,"Via della Fratellanza, 7 - Castrolibero",39.305350,16.212860,Europe/Rome
4103,"Via Rusoli, 33 - Castrolibero",39.304820,16.213850,Europe/Rome
4112,"Via Rusoli, 2 - Castrolibero",39.304310,16.216290,Europe/Rome
4109,"Via della Resistenza, 44 - Castrolibero",39.305950,16.219630,Europe/Rome
4106,"Via della Resistenza, 50 - Castrolibero",39.307210,16.218440,Europe/Rome
4102,"Via Fausto Gullo, 24 - Castrolibero",39.308230,16.217260,Europe/Rome
4101,"Via Giacomo Puccini, 28 - Castrolibero",39.308760,16.218810,Europe/Rome
4111,"Via Leonardo da Vinci, 51 - Castrolibero",39.310760,16.225080,Europe/Rome
4100,"Via Aldo Moro, 2 - Castrolibero",39.306610,16.222560,Europe/Rome
4188,"Via Panebianco, 610 - Cosenza",39.320222,16.245353,Europe/Rome
4578,Via Raffaello - Castrolibero,39.307500,16.222500,Europe/Rome
4583,"Via Raffaello, 12 - Castrolibero",39.309360,16.221510,Europe/Rome
4582,"Via Giacomo Puccini, 11 - Castrolibero",39.308900,16.218480,Europe/Rome
4574,"Via Fausto Gullo, 22 - Castrolibero",39.308000,16.217010,Europe/Rome
4577,"Via della Fratellanza, 10 - Castrolibero",39.305500,16.212770,Europe/Rome
4105,"Via Aldo Cannata, 1 - Castrolibero",39.314110,16.230710,Europe/Rome
4441,"Via Fratelli Bandiera, 31 - Rende",39.334382,16.239763,Europe/Rome
4166,"Piazza Giacomo Mancini, 9C - Cosenza",39.294822,16.257273,Europe/Rome
4193,Autostazione Cosenza - Cosenza,39.304410,16.253290,Europe/Rome
4160,"Corso Luigi Fera, 50 - Cosenza",39.303982,16.252303,Europe/Rome
4178,"Via Gregorio Caloprese, 78 - Cosenza",39.305662,16.249323,Europe/Rome
4186,"Via Panebianco, 36 - Cosenza",39.307762,16.247513,Europe/Rome
4185,"Via Panebianco, 182 - Cosenza",39.309712,16.247153,Europe/Rome
4187,"Via Panebianco, 498 - Cosenza",39.314662,16.246303,Europe/Rome
4165,Via Filippo Greco - Cosenza,39.307090,16.247260,Europe/Rome
4173,"Via Antonio Lanza, 5 - Cosenza",39.315650,16.246310,Europe/Rome
4949,"Via Torino, 36 - Rende",39.324650,16.242010,Europe/Rome
4773,"Viale Guglielmo Marconi, 120 - Cosenza",39.310660,16.244700,Europe/Rome
4396,"Traversa II Kennedy, 4 - Rende",39.326632,16.244343,Europe/Rome
4419,"Viale dei Giardini, 1H - Rende",39.340152,16.233983,Europe/Rome
4401,"Strada Provinciale 92, 42 - Rende",39.320461,16.165923,Europe/Rome
4392,"Via Sandro Botticelli, 32 - Rende",39.322732,16.238063,Europe/Rome
4395,"Via Bari, 47 - Rende",39.322932,16.240063,Europe/Rome
4432,Via Svezia - Rende,39.347591,16.194853,Europe/Rome
4430,"Via Portogallo, 16 - Rende",39.344671,16.194293,Europe/Rome
4268,"Via Guanni, 6 - Marano Marchesato",39.313131,16.168743,Europe/Rome
4947,Via Portogallo - Rende,39.344331,16.194113,Europe/Rome
4397,"Via Trieste, 4 - Rende",39.324732,16.244233,Europe/Rome
4962,"Via Bari, 94 - Rende",39.323052,16.240243,Europe/Rome
4400,Via Alberto della Piagentina - Rende,39.318211,16.166823,Europe/Rome
4484,Via Alberto della - Rende,39.322861,16.179383,Europe/Rome
4343,"Piazza Benedetto Croce, 5 - Paterno Calabro",39.230082,16.261393,Europe/Rome
4335,Strada Provinciale 79 - Paterno Calabro,39.227642,16.261453,Europe/Rome
4342,"Vico I Giacomo Matteotti, 2 - Paterno Calabro",39.225152,16.262453,Europe/Rome
4337,"Piazza Municipio, 9 - Paterno Calabro",39.225202,16.263323,Europe/Rome
4336,"Via San Pietro, 3C - Paterno Calabro",39.227742,16.264653,Europe/Rome
4341,"Piazza San Francesco, 2 - Paterno Calabro",39.229152,16.265093,Europe/Rome
4339,"Via San Francesco, 22 - Paterno Calabro",39.228302,16.266623,Europe/Rome
4340,"Via Giacomo Leopardi, 10 - Paterno Calabro",39.229042,16.268973,Europe/Rome
4338,"Via San Francesco, 3 - Paterno Calabro",39.228722,16.266633,Europe/Rome
4159,Strada Provinciale 61 - Paterno Calabro,39.205132,16.264103,Europe/Rome
4196,"Viale della Repubblica, 335 - Cosenza",39.302632,16.247843,Europe/Rome
4189,Strada Statale 19 delle Calabrie - Cosenza,39.290462,16.249083,Europe/Rome
4167,"Piazza della Riforma, 19-21 - Cosenza",39.292272,16.251223,Europe/Rome
4164,"Corso Umberto I, 2 - Cosenza",39.293502,16.255483,Europe/Rome
4911,"Via San Pietro, 9 - Paterno Calabro",39.227372,16.264463,Europe/Rome
4912,"Strada Provinciale 79, 11 - Paterno Calabro",39.225352,16.263383,Europe/Rome
4914,"Via Giacomo Matteotti, 14 - Paterno Calabro",39.225182,16.262463,Europe/Rome
4910,Strada Provinciale 79 - Paterno Calabro,39.227742,16.261553,Europe/Rome
4040,"Via Basso, 22 - Dipignano",39.249992,16.250283,Europe/Rome
4155,"Via Petrone, 4 - Dipignano",39.243802,16.249513,Europe/Rome
4210,"Vico Brunetta, 25 - Dipignano",39.240202,16.250143,Europe/Rome
4205,"Piazza dei Martiri, 1915 - Dipignano",39.237852,16.251503,Europe/Rome
4203,"Strada Provinciale 79, 38-40 - Dipignano",39.236922,16.248683,Europe/Rome
4089,"Contrada Piano di Pero, 7 - Dipignano",39.242172,16.238363,Europe/Rome
4090,"Contrada Piano di Pero, 3 - Dipignano",39.239152,16.239363,Europe/Rome
4541,"Piazza Pasquale Rossi, 5 - Dipignano",39.254912,16.241663,Europe/Rome
4539,"Via Pulsano, 10 - Dipignano",39.257452,16.240593,Europe/Rome
4540,"Via Pulsano, 63 - Dipignano",39.261582,16.241033,Europe/Rome
4156,Strada Provinciale 79 - Dipignano,39.266162,16.239743,Europe/Rome
4250,"Strada Provinciale 79, 25 - Dipignano",39.273912,16.240503,Europe/Rome
4248,"Via Croci, 23 - Dipignano",39.277072,16.241653,Europe/Rome
4249,"Piazza San Oliverio, 2 - Dipignano",39.274962,16.244443,Europe/Rome
4252,"Via Frà  Benedetto, 50 - Dipignano",39.278312,16.240483,Europe/Rome
4251,"Via San Ianni, 61 - Dipignano",39.283562,16.241903,Europe/Rome
4247,Strada Provinciale 79 - Dipignano,39.285002,16.241573,Europe/Rome
4287,Via Irto Alta - Dipignano,39.287122,16.241993,Europe/Rome
4209,Strada Provinciale 79dir - Dipignano,39.237272,16.265593,Europe/Rome
4157,Strada Provinciale 79 - Dipignano,39.240602,16.261073,Europe/Rome
4206,"Via XXIV Maggio, 63 - Dipignano",39.237862,16.255653,Europe/Rome
4771,"Viale Trieste, 34 - Cosenza",39.294512,16.254823,Europe/Rome
4202,"Via San Francesco D'Assisi, 40 - Dipignano",39.242382,16.252653,Europe/Rome
4211,"Via Doviziosi, 64 - Dipignano",39.244672,16.255273,Europe/Rome
4208,Via Tavola - Dipignano,39.232342,16.250053,Europe/Rome
4207,"Via del Millenario, 60 - Dipignano",39.234952,16.249873,Europe/Rome
4129,"Località  Angilla, 33 - Cetraro",39.530200,15.997313,Europe/Rome
4133,"Contrada Lecara, 30 - Cetraro",39.540860,15.990092,Europe/Rome
4136,"Contrada San Ianni, 16 - Cetraro",39.528250,15.985902,Europe/Rome
4145,"Località  Sinni, 105 - Cetraro",39.519869,15.967142,Europe/Rome
4134,Contrada Manche - Cetraro,39.515739,15.962162,Europe/Rome
4144,"Piazza del Popolo, 15 - Cetraro",39.516999,15.940612,Europe/Rome
4115,Corso San Benedetto - Cetraro,39.514739,15.952712,Europe/Rome
4201,"Via Panoramica, 79 - Diamante",39.683768,15.823622,Europe/Rome
4199,"Via Antonello da Messina, 16 - Diamante",39.678308,15.823142,Europe/Rome
4046,"Via Giustino Fortunato, 220 - Belvedere Marittimo",39.629619,15.844872,Europe/Rome
4043,"Via Giustino Fortunato, 44 - Belvedere Marittimo",39.623479,15.849092,Europe/Rome
4044,Strada Statale 18 Tirrena Inferiore - Belvedere Marittimo,39.597559,15.863382,Europe/Rome
4062,"Strada Statale 18 Tirrena Inferiore, 55 - Sangineto",39.588219,15.869592,Europe/Rome
4074,"Strada Statale 18 Tirrena Inferiore, 79 - Bonifati",39.569369,15.872772,Europe/Rome
4087,"Strada Statale 18 Tirrena Inferiore, 79 - Bonifati",39.567139,15.874202,Europe/Rome
4123,Strada Statale 18 Tirrena Inferiore - Cetraro,39.538169,15.908362,Europe/Rome
4114,Strada Statale 18 Tirrena Inferiore - Cetraro,39.533889,15.916062,Europe/Rome
4148,"Strada Statale 18 Tirrena Inferiore, 25 - Cetraro",39.512929,15.942052,Europe/Rome
4122,Località  Castelluzzo - Cetraro,39.514929,15.949662,Europe/Rome
4125,"Strada Provinciale 270, 5 - Cetraro",39.509319,15.952382,Europe/Rome
4119,"Via Donato Faini, 52 - Cetraro",39.506919,15.944672,Europe/Rome
4147,"Via Stazione, 8 - Cetraro",39.511349,15.940752,Europe/Rome
4146,"Traversa IV Veneto, 7 - Cetraro",39.516629,15.934822,Europe/Rome
4118,"Via Lungo Aron, 1 - Cetraro",39.519559,15.933492,Europe/Rome
4149,Strada Statale 18 Tirrena Inferiore - Cetraro,39.530259,15.922482,Europe/Rome
4058,"Strada Statale 18 Tirrena Inferiore, 34 - Bonifati",39.543979,15.889982,Europe/Rome
4088,"Strada Statale 18 Tirrena Inferiore, 26 - Bonifati",39.562249,15.876202,Europe/Rome
4075,"Strada Statale 18 Tirrena Inferiore, 79 - Bonifati",39.569679,15.872942,Europe/Rome
4045,"Piazza Amellino, 14 - Belvedere Marittimo",39.618079,15.862782,Europe/Rome
4042,"Via degli Aragonesi, 5 - Belvedere Marittimo",39.621039,15.865252,Europe/Rome
4041,"Via degli Aragonesi, 63 - Belvedere Marittimo",39.618699,15.857982,Europe/Rome
4069,"Strada Statale 18 Tirrena Inferiore, 55 - Sangineto",39.587329,15.870632,Europe/Rome
4056,Strada Statale 18 Tirrena Inferiore - Belvedere Marittimo,39.617649,15.857782,Europe/Rome
4059,Strada Statale 18 Tirrena Inferiore - Diamante,39.678238,15.823382,Europe/Rome
4140,"Strada Statale 18 Tirrena Inferiore, 190 - Cetraro",39.507279,15.945092,Europe/Rome
4547,"Via Vittorio Emanuele, 129B - Acquappesa",39.492939,15.954312,Europe/Rome
4534,"Strada Provinciale 34, 81 - Guardia Piemontese",39.463580,15.980182,Europe/Rome
4150,"Contrada San Filippo, 107 - Cetraro",39.503350,15.971422,Europe/Rome
4127,"Contrada San Filippo, 6 - Cetraro",39.507540,15.970312,Europe/Rome
4117,"Strada Provinciale 270, 3 - Cetraro",39.510630,15.967622,Europe/Rome
4124,"Strada Provinciale 270, 39-40 - Cetraro",39.510769,15.962982,Europe/Rome
4121,"Strada Provinciale 270, 38 - Cetraro",39.512629,15.956262,Europe/Rome
4126,"Via Lungo Aron, 1 - Cetraro",39.520259,15.932812,Europe/Rome
4143,"Contrada Testa, 1 - Cetraro",39.531369,15.918402,Europe/Rome
4594,"Contrada San Filippo, 6 - Cetraro",39.507500,15.970262,Europe/Rome
4055,Strada Statale 18 Tirrena Inferiore - Acquappesa,39.497089,15.950892,Europe/Rome
4060,"Strada Statale 18 Tirrena Inferiore, 11 - Acquappesa",39.482119,15.959442,Europe/Rome
4065,"Strada Provinciale 34, 271 - Guardia Piemontese",39.447650,15.992343,Europe/Rome
4061,Strada Statale 18 Tirrena Inferiore - Fuscaldo,39.435040,16.000363,Europe/Rome
4057,Strada Statale 18 Tirrena Inferiore - Fuscaldo,39.427500,16.003833,Europe/Rome
4063,Via Fuscaldo - Fuscaldo,39.412180,16.014333,Europe/Rome
4323,Strada Statale 18 Tirrena Inferiore-Piazzale Rione Croce - Paola,39.368659,16.040738,Europe/Rome
4334,"Via Nazionale, 176 - Paola",39.364410,16.041863,Europe/Rome
4332,"Via Nazionale, 93-129 - Paola",39.363930,16.040163,Europe/Rome
4015,"Via Nazionale, 14 - Paola",39.359470,16.041103,Europe/Rome
4902,"Via della Liberta, 25 - Paola",39.359000,16.037643,Europe/Rome
4901,"Via San Agata Soprana, 2 - Paola",39.360660,16.032963,Europe/Rome
4903,"Via San Agata Soprana, 70-72 - Paola",39.366050,16.029473,Europe/Rome
4908,"Via Melissa, 6 - Paola",39.368590,16.028613,Europe/Rome
